"Date","count","covid_case","covid_trend"
2014-06-13,3893,0,0
2014-06-14,1754,0,0
2014-06-15,1628,0,0
2014-06-16,3823,0,0
2014-06-17,3900,0,0
2014-06-18,3832,0,0
2014-06-19,3720,0,0
2014-06-20,3692,0,0
2014-06-21,1779,0,0
2014-06-22,1510,0,0
2014-06-23,3765,0,0
2014-06-24,3977,0,0
2014-06-25,3911,0,0
2014-06-26,3814,0,0
2014-06-27,3775,0,0
2014-06-28,1743,0,0
2014-06-29,1614,0,0
2014-06-30,3796,0,0
2014-07-01,3801,0,0
2014-07-02,3839,0,0
2014-07-03,3824,0,0
2014-07-04,3932,0,0
2014-07-05,1788,0,0
2014-07-06,1710,0,0
2014-07-07,3808,0,0
2014-07-08,3811,0,0
2014-07-09,3864,0,0
2014-07-10,3869,0,0
2014-07-11,3857,0,0
2014-07-12,1741,0,0
2014-07-13,1587,0,0
2014-07-14,3818,0,0
2014-07-15,3924,0,0
2014-07-16,3771,0,0
2014-07-17,3788,0,0
2014-07-18,3813,0,0
2014-07-19,1782,0,0
2014-07-20,1613,0,0
2014-07-21,3737,0,0
2014-07-22,3582,0,0
2014-07-23,3645,0,0
2014-07-24,3579,0,0
2014-07-25,3722,0,0
2014-07-26,1695,0,0
2014-07-27,1597,0,0
2014-07-28,3535,0,0
2014-07-29,3541,0,0
2014-07-30,3595,0,0
2014-07-31,3403,0,0
2014-08-01,3230,0,0
2014-08-02,1593,0,0
2014-08-03,1403,0,0
2014-08-04,3387,0,0
2014-08-05,3574,0,0
2014-08-06,3464,0,0
2014-08-07,3555,0,0
2014-08-08,3412,0,0
2014-08-09,1622,0,0
2014-08-10,1501,0,0
2014-08-11,3679,0,0
2014-08-12,3692,0,0
2014-08-13,3556,0,0
2014-08-14,3545,0,0
2014-08-15,1301,0,0
2014-08-16,1578,0,0
2014-08-17,1422,0,0
2014-08-18,3697,0,0
2014-08-19,3651,0,0
2014-08-20,3633,0,0
2014-08-21,3544,0,0
2014-08-22,3581,0,0
2014-08-23,1724,0,0
2014-08-24,1694,0,0
2014-08-25,3711,0,0
2014-08-26,3703,0,0
2014-08-27,3685,0,0
2014-08-28,3623,0,0
2014-08-29,3574,0,0
2014-08-30,1743,0,0
2014-08-31,1593,0,0
2014-09-01,3829,0,0
2014-09-02,3806,0,0
2014-09-03,3684,0,0
2014-09-04,3654,0,0
2014-09-05,3642,0,0
2014-09-06,1600,0,0
2014-09-07,1597,0,0
2014-09-08,1289,0,0
2014-09-09,1255,0,0
2014-09-10,1629,0,0
2014-09-11,3819,0,0
2014-09-12,3864,0,0
2014-09-13,1813,0,0
2014-09-14,1612,0,0
2014-09-15,3835,0,0
2014-09-16,3795,0,0
2014-09-17,3901,0,0
2014-09-18,3852,0,0
2014-09-19,3880,0,0
2014-09-20,1671,0,0
2014-09-21,1572,0,0
2014-09-22,3840,0,0
2014-09-23,3828,0,0
2014-09-24,3745,0,0
2014-09-25,3823,0,0
2014-09-26,3718,0,0
2014-09-27,1700,0,0
2014-09-28,1637,0,0
2014-09-29,3865,0,0
2014-09-30,3833,0,0
2014-10-01,3727,0,0
2014-10-02,3586,0,0
2014-10-03,1333,0,0
2014-10-04,1631,0,0
2014-10-05,1646,0,0
2014-10-06,3928,0,0
2014-10-07,3828,0,0
2014-10-08,3805,0,0
2014-10-09,1338,0,0
2014-10-10,3647,0,0
2014-10-11,1696,0,0
2014-10-12,1585,0,0
2014-10-13,3835,0,0
2014-10-14,3864,0,0
2014-10-15,3795,0,0
2014-10-16,3777,0,0
2014-10-17,3639,0,0
2014-10-18,1619,0,0
2014-10-19,1573,0,0
2014-10-20,3780,0,0
2014-10-21,3656,0,0
2014-10-22,3885,0,0
2014-10-23,3770,0,0
2014-10-24,3716,0,0
2014-10-25,1641,0,0
2014-10-26,1552,0,0
2014-10-27,3822,0,0
2014-10-28,3946,0,0
2014-10-29,3805,0,0
2014-10-30,3746,0,0
2014-10-31,3570,0,0
2014-11-01,1643,0,0
2014-11-02,1533,0,0
2014-11-03,3942,0,0
2014-11-04,3770,0,0
2014-11-05,3800,0,0
2014-11-06,3708,0,0
2014-11-07,3651,0,0
2014-11-08,1759,0,0
2014-11-09,1429,0,0
2014-11-10,3871,0,0
2014-11-11,3819,0,0
2014-11-12,3761,0,0
2014-11-13,3555,0,0
2014-11-14,3600,0,0
2014-11-15,1739,0,0
2014-11-16,1475,0,0
2014-11-17,3883,0,0
2014-11-18,3837,0,0
2014-11-19,3798,0,0
2014-11-20,3760,0,0
2014-11-21,3662,0,0
2014-11-22,1608,0,0
2014-11-23,1496,0,0
2014-11-24,3859,0,0
2014-11-25,3881,0,0
2014-11-26,3836,0,0
2014-11-27,3835,0,0
2014-11-28,3550,0,0
2014-11-29,1645,0,0
2014-11-30,1424,0,0
2014-12-01,3891,0,0
2014-12-02,3564,0,0
2014-12-03,3818,0,0
2014-12-04,3861,0,0
2014-12-05,3662,0,0
2014-12-06,1610,0,0
2014-12-07,1643,0,0
2014-12-08,3912,0,0
2014-12-09,3883,0,0
2014-12-10,3796,0,0
2014-12-11,3865,0,0
2014-12-12,3661,0,0
2014-12-13,1733,0,0
2014-12-14,1465,0,0
2014-12-15,3776,0,0
2014-12-16,3924,0,0
2014-12-17,3752,0,0
2014-12-18,3760,0,0
2014-12-19,3730,0,0
2014-12-20,1654,0,0
2014-12-21,1545,0,0
2014-12-22,3802,0,0
2014-12-23,3992,0,0
2014-12-24,3800,0,0
2014-12-25,1424,0,0
2014-12-26,3465,0,0
2014-12-27,1749,0,0
2014-12-28,1521,0,0
2014-12-29,3549,0,0
2014-12-30,3352,0,0
2014-12-31,2910,0,0
2015-01-01,1040,0,0
2015-01-02,3149,0,0
2015-01-03,1632,0,0
2015-01-04,1750,0,0
2015-01-05,4098,0,0
2015-01-06,3985,0,0
2015-01-07,4049,0,0
2015-01-08,4100,0,0
2015-01-09,4182,0,0
2015-01-10,1885,0,0
2015-01-11,1705,0,0
2015-01-12,4324,0,0
2015-01-13,4393,0,0
2015-01-14,4317,0,0
2015-01-15,4164,0,0
2015-01-16,4218,0,0
2015-01-17,1915,0,0
2015-01-18,1718,0,0
2015-01-19,4268,0,0
2015-01-20,4385,0,0
2015-01-21,4306,0,0
2015-01-22,4336,0,0
2015-01-23,4351,0,0
2015-01-24,1878,0,0
2015-01-25,1829,0,0
2015-01-26,4366,0,0
2015-01-27,4378,0,0
2015-01-28,4363,0,0
2015-01-29,4274,0,0
2015-01-30,4327,0,0
2015-01-31,1862,0,0
2015-02-01,1737,0,0
2015-02-02,4455,0,0
2015-02-03,4440,0,0
2015-02-04,4458,0,0
2015-02-05,4322,0,0
2015-02-06,4318,0,0
2015-02-07,1935,0,0
2015-02-08,1678,0,0
2015-02-09,4305,0,0
2015-02-10,4344,0,0
2015-02-11,4287,0,0
2015-02-12,4334,0,0
2015-02-13,4120,0,0
2015-02-14,1968,0,0
2015-02-15,1766,0,0
2015-02-16,4081,0,0
2015-02-17,3922,0,0
2015-02-18,1479,0,0
2015-02-19,1180,0,0
2015-02-20,1292,0,0
2015-02-21,1423,0,0
2015-02-22,1647,0,0
2015-02-23,4425,0,0
2015-02-24,4254,0,0
2015-02-25,4401,0,0
2015-02-26,4260,0,0
2015-02-27,4367,0,0
2015-02-28,1999,0,0
2015-03-01,1746,0,0
2015-03-02,4564,0,0
2015-03-03,4445,0,0
2015-03-04,4532,0,0
2015-03-05,4482,0,0
2015-03-06,4535,0,0
2015-03-07,1988,0,0
2015-03-08,1860,0,0
2015-03-09,4701,0,0
2015-03-10,4647,0,0
2015-03-11,4656,0,0
2015-03-12,4548,0,0
2015-03-13,4531,0,0
2015-03-14,1904,0,0
2015-03-15,1777,0,0
2015-03-16,4591,0,0
2015-03-17,4735,0,0
2015-03-18,4589,0,0
2015-03-19,4483,0,0
2015-03-20,4560,0,0
2015-03-21,1979,0,0
2015-03-22,1863,0,0
2015-03-23,4529,0,0
2015-03-24,4674,0,0
2015-03-25,4704,0,0
2015-03-26,4496,0,0
2015-03-27,4550,0,0
2015-03-28,1918,0,0
2015-03-29,1763,0,0
2015-03-30,4544,0,0
2015-03-31,4675,0,0
2015-04-01,4487,0,0
2015-04-02,4657,0,0
2015-04-03,4464,0,0
2015-04-04,2093,0,0
2015-04-05,1974,0,0
2015-04-06,4631,0,0
2015-04-07,4668,0,0
2015-04-08,4654,0,0
2015-04-09,4648,0,0
2015-04-10,4541,0,0
2015-04-11,2005,0,0
2015-04-12,2042,0,0
2015-04-13,4731,0,0
2015-04-14,4600,0,0
2015-04-15,4611,0,0
2015-04-16,4510,0,0
2015-04-17,4481,0,0
2015-04-18,1889,0,0
2015-04-19,1878,0,0
2015-04-20,4784,0,0
2015-04-21,4835,0,0
2015-04-22,4633,0,0
2015-04-23,4787,0,0
2015-04-24,4530,0,0
2015-04-25,1991,0,0
2015-04-26,2048,0,0
2015-04-27,4582,0,0
2015-04-28,4813,0,0
2015-04-29,4515,0,0
2015-04-30,4509,0,0
2015-05-01,2624,0,0
2015-05-02,2117,0,0
2015-05-03,1847,0,0
2015-05-04,4150,0,0
2015-05-05,1752,0,0
2015-05-06,4597,0,0
2015-05-07,4502,0,0
2015-05-08,4415,0,0
2015-05-09,2035,0,0
2015-05-10,1987,0,0
2015-05-11,4693,0,0
2015-05-12,4681,0,0
2015-05-13,4541,0,0
2015-05-14,4571,0,0
2015-05-15,4478,0,0
2015-05-16,1989,0,0
2015-05-17,1996,0,0
2015-05-18,4445,0,0
2015-05-19,4559,0,0
2015-05-20,4518,0,0
2015-05-21,4751,0,0
2015-05-22,4367,0,0
2015-05-23,2086,0,0
2015-05-24,1968,0,0
2015-05-25,1791,0,0
2015-05-26,4645,0,0
2015-05-27,4634,0,0
2015-05-28,4441,0,0
2015-05-29,4421,0,0
2015-05-30,2023,0,0
2015-05-31,1928,0,0
2015-06-01,4742,0,0
2015-06-02,4650,0,0
2015-06-03,4367,0,0
2015-06-04,4109,0,0
2015-06-05,3906,0,0
2015-06-06,1417,0,0
2015-06-07,1565,0,0
2015-06-08,3726,0,0
2015-06-09,3628,0,0
2015-06-10,3369,0,0
2015-06-11,3242,0,0
2015-06-12,3293,0,0
2015-06-13,1619,0,0
2015-06-14,1487,0,0
2015-06-15,3595,0,0
2015-06-16,3713,0,0
2015-06-17,3615,0,0
2015-06-18,3671,0,0
2015-06-19,3647,0,0
2015-06-20,1566,0,0
2015-06-21,1621,0,0
2015-06-22,4080,0,0
2015-06-23,4079,0,0
2015-06-24,3992,0,0
2015-06-25,4037,0,0
2015-06-26,4013,0,0
2015-06-27,1713,0,0
2015-06-28,1716,0,0
2015-06-29,4352,0,0
2015-06-30,4245,0,0
2015-07-01,4235,0,0
2015-07-02,4396,0,0
2015-07-03,4337,0,0
2015-07-04,1890,0,0
2015-07-05,1796,0,0
2015-07-06,4517,0,0
2015-07-07,4627,0,0
2015-07-08,4463,0,0
2015-07-09,4481,0,0
2015-07-10,4432,0,0
2015-07-11,1970,0,0
2015-07-12,1631,0,0
2015-07-13,4376,0,0
2015-07-14,4715,0,0
2015-07-15,4607,0,0
2015-07-16,4474,0,0
2015-07-17,4449,0,0
2015-07-18,2084,0,0
2015-07-19,1908,0,0
2015-07-20,4722,0,0
2015-07-21,4703,0,0
2015-07-22,4664,0,0
2015-07-23,4470,0,0
2015-07-24,4305,0,0
2015-07-25,2012,0,0
2015-07-26,1817,0,0
2015-07-27,4468,0,0
2015-07-28,4463,0,0
2015-07-29,4291,0,0
2015-07-30,4270,0,0
2015-07-31,4059,0,0
2015-08-01,1997,0,0
2015-08-02,1867,0,0
2015-08-03,4162,0,0
2015-08-04,4249,0,0
2015-08-05,4246,0,0
2015-08-06,4447,0,0
2015-08-07,4367,0,0
2015-08-08,2098,0,0
2015-08-09,1876,0,0
2015-08-10,4602,0,0
2015-08-11,4504,0,0
2015-08-12,4330,0,0
2015-08-13,4226,0,0
2015-08-14,2164,0,0
2015-08-15,1806,0,0
2015-08-16,1877,0,0
2015-08-17,4645,0,0
2015-08-18,4664,0,0
2015-08-19,4594,0,0
2015-08-20,4581,0,0
2015-08-21,4432,0,0
2015-08-22,2018,0,0
2015-08-23,1963,0,0
2015-08-24,4466,0,0
2015-08-25,4696,0,0
2015-08-26,4641,0,0
2015-08-27,4473,0,0
2015-08-28,4539,0,0
2015-08-29,2008,0,0
2015-08-30,1952,0,0
2015-08-31,4501,0,0
2015-09-01,4540,0,0
2015-09-02,4511,0,0
2015-09-03,4532,0,0
2015-09-04,4449,0,0
2015-09-05,2249,0,0
2015-09-06,2007,0,0
2015-09-07,4563,0,0
2015-09-08,4518,0,0
2015-09-09,4669,0,0
2015-09-10,4391,0,0
2015-09-11,4460,0,0
2015-09-12,2257,0,0
2015-09-13,1858,0,0
2015-09-14,4596,0,0
2015-09-15,4546,0,0
2015-09-16,4455,0,0
2015-09-17,4511,0,0
2015-09-18,4361,0,0
2015-09-19,2138,0,0
2015-09-20,1927,0,0
2015-09-21,4429,0,0
2015-09-22,4506,0,0
2015-09-23,4387,0,0
2015-09-24,4204,0,0
2015-09-25,4041,0,0
2015-09-26,1683,0,0
2015-09-27,1464,0,0
2015-09-28,1569,0,0
2015-09-29,1555,0,0
2015-09-30,4226,0,0
2015-10-01,4408,0,0
2015-10-02,4534,0,0
2015-10-03,1762,0,0
2015-10-04,1769,0,0
2015-10-05,4703,0,0
2015-10-06,4904,0,0
2015-10-07,4703,0,0
2015-10-08,4520,0,0
2015-10-09,1802,0,0
2015-10-10,1987,0,0
2015-10-11,1798,0,0
2015-10-12,4722,0,0
2015-10-13,4582,0,0
2015-10-14,4796,0,0
2015-10-15,4444,0,0
2015-10-16,4240,0,0
2015-10-17,1905,0,0
2015-10-18,1771,0,0
2015-10-19,4530,0,0
2015-10-20,4664,0,0
2015-10-21,4612,0,0
2015-10-22,4710,0,0
2015-10-23,4489,0,0
2015-10-24,2049,0,0
2015-10-25,1665,0,0
2015-10-26,4674,0,0
2015-10-27,4455,0,0
2015-10-28,4623,0,0
2015-10-29,4480,0,0
2015-10-30,4140,0,0
2015-10-31,2041,0,0
2015-11-01,1758,0,0
2015-11-02,4590,0,0
2015-11-03,4730,0,0
2015-11-04,4728,0,0
2015-11-05,4421,0,0
2015-11-06,4507,0,0
2015-11-07,1839,0,0
2015-11-08,1815,0,0
2015-11-09,4455,0,0
2015-11-10,4769,0,0
2015-11-11,4707,0,0
2015-11-12,4437,0,0
2015-11-13,4240,0,0
2015-11-14,1779,0,0
2015-11-15,1719,0,0
2015-11-16,4561,0,0
2015-11-17,4547,0,0
2015-11-18,4605,0,0
2015-11-19,4656,0,0
2015-11-20,4505,0,0
2015-11-21,1640,0,0
2015-11-22,1671,0,0
2015-11-23,4355,0,0
2015-11-24,4709,0,0
2015-11-25,4528,0,0
2015-11-26,4476,0,0
2015-11-27,4374,0,0
2015-11-28,1798,0,0
2015-11-29,1734,0,0
2015-11-30,4601,0,0
2015-12-01,4343,0,0
2015-12-02,4079,0,0
2015-12-03,4176,0,0
2015-12-04,4180,0,0
2015-12-05,1858,0,0
2015-12-06,1771,0,0
2015-12-07,4388,0,0
2015-12-08,4484,0,0
2015-12-09,4452,0,0
2015-12-10,4395,0,0
2015-12-11,4496,0,0
2015-12-12,2045,0,0
2015-12-13,1859,0,0
2015-12-14,4400,0,0
2015-12-15,4444,0,0
2015-12-16,4484,0,0
2015-12-17,4359,0,0
2015-12-18,4416,0,0
2015-12-19,2124,0,0
2015-12-20,1823,0,0
2015-12-21,4595,0,0
2015-12-22,4661,0,0
2015-12-23,4616,0,0
2015-12-24,4227,0,0
2015-12-25,1805,0,0
2015-12-26,1764,0,0
2015-12-27,1615,0,0
2015-12-28,4193,0,0
2015-12-29,4228,0,0
2015-12-30,4114,0,0
2015-12-31,3573,0,0
2016-01-01,1223,0,0
2016-01-02,1667,0,0
2016-01-03,1583,0,0
2016-01-04,4227,0,0
2016-01-05,4301,0,0
2016-01-06,4347,0,0
2016-01-07,4350,0,0
2016-01-08,4330,0,0
2016-01-09,1797,0,0
2016-01-10,1815,0,0
2016-01-11,4396,0,0
2016-01-12,4373,0,0
2016-01-13,4501,0,0
2016-01-14,4390,0,0
2016-01-15,4218,0,0
2016-01-16,1804,0,0
2016-01-17,1813,0,0
2016-01-18,4443,0,0
2016-01-19,4058,0,0
2016-01-20,4261,0,0
2016-01-21,4330,0,0
2016-01-22,4300,0,0
2016-01-23,1892,0,0
2016-01-24,1475,0,0
2016-01-25,4232,0,0
2016-01-26,4431,0,0
2016-01-27,4462,0,0
2016-01-28,4147,0,0
2016-01-29,4359,0,0
2016-01-30,1918,0,0
2016-01-31,1799,0,0
2016-02-01,4407,0,0
2016-02-02,4541,0,0
2016-02-03,4534,0,0
2016-02-04,4003,0,0
2016-02-05,4083,0,0
2016-02-06,1701,0,0
2016-02-07,1665,0,0
2016-02-08,1319,0,0
2016-02-09,1401,0,0
2016-02-10,1517,0,0
2016-02-11,4198,0,0
2016-02-12,4360,0,0
2016-02-13,1834,0,0
2016-02-14,1788,0,0
2016-02-15,4680,0,0
2016-02-16,4534,0,0
2016-02-17,4471,0,0
2016-02-18,4343,0,0
2016-02-19,4337,0,0
2016-02-20,2115,0,0
2016-02-21,1797,0,0
2016-02-22,4518,0,0
2016-02-23,4439,0,0
2016-02-24,4331,0,0
2016-02-25,4060,0,0
2016-02-26,4283,0,0
2016-02-27,1812,0,0
2016-02-28,1753,0,0
2016-02-29,4382,0,0
2016-03-01,1379,0,0
2016-03-02,4530,0,0
2016-03-03,4474,0,0
2016-03-04,4322,0,0
2016-03-05,1857,0,0
2016-03-06,1808,0,0
2016-03-07,4647,0,0
2016-03-08,4675,0,0
2016-03-09,4574,0,0
2016-03-10,4310,0,0
2016-03-11,4440,0,0
2016-03-12,1952,0,0
2016-03-13,1841,0,0
2016-03-14,4598,0,0
2016-03-15,4690,0,0
2016-03-16,4616,0,0
2016-03-17,4459,0,0
2016-03-18,4510,0,0
2016-03-19,2067,0,0
2016-03-20,1749,0,0
2016-03-21,4641,0,0
2016-03-22,4732,0,0
2016-03-23,4711,0,0
2016-03-24,4543,0,0
2016-03-25,4753,0,0
2016-03-26,2055,0,0
2016-03-27,1938,0,0
2016-03-28,4649,0,0
2016-03-29,4849,0,0
2016-03-30,4611,0,0
2016-03-31,4581,0,0
2016-04-01,4650,0,0
2016-04-02,1949,0,0
2016-04-03,1976,0,0
2016-04-04,4683,0,0
2016-04-05,4806,0,0
2016-04-06,4708,0,0
2016-04-07,4623,0,0
2016-04-08,4634,0,0
2016-04-09,1916,0,0
2016-04-10,1922,0,0
2016-04-11,4741,0,0
2016-04-12,4831,0,0
2016-04-13,2010,0,0
2016-04-14,4751,0,0
2016-04-15,4656,0,0
2016-04-16,2036,0,0
2016-04-17,1875,0,0
2016-04-18,4763,0,0
2016-04-19,4734,0,0
2016-04-20,4798,0,0
2016-04-21,4532,0,0
2016-04-22,4516,0,0
2016-04-23,1918,0,0
2016-04-24,1806,0,0
2016-04-25,4766,0,0
2016-04-26,4740,0,0
2016-04-27,4637,0,0
2016-04-28,4610,0,0
2016-04-29,4496,0,0
2016-04-30,2007,0,0
2016-05-01,1949,0,0
2016-05-02,4878,0,0
2016-05-03,4567,0,0
2016-05-04,4509,0,0
2016-05-05,1781,0,0
2016-05-06,2155,0,0
2016-05-07,1876,0,0
2016-05-08,1697,0,0
2016-05-09,4768,0,0
2016-05-10,4723,0,0
2016-05-11,4768,0,0
2016-05-12,4766,0,0
2016-05-13,4611,0,0
2016-05-14,2068,0,0
2016-05-15,1877,0,0
2016-05-16,4630,0,0
2016-05-17,4819,0,0
2016-05-18,4780,0,0
2016-05-19,4813,0,0
2016-05-20,4645,0,0
2016-05-21,2043,0,0
2016-05-22,1919,0,0
2016-05-23,4796,0,0
2016-05-24,4662,0,0
2016-05-25,4726,0,0
2016-05-26,4785,0,0
2016-05-27,4638,0,0
2016-05-28,1935,0,0
2016-05-29,1971,0,0
2016-05-30,4809,0,0
2016-05-31,4735,0,0
2016-06-01,4815,0,0
2016-06-02,4734,0,0
2016-06-03,4668,0,0
2016-06-04,2158,0,0
2016-06-05,1975,0,0
2016-06-06,1720,0,0
2016-06-07,4873,0,0
2016-06-08,4833,0,0
2016-06-09,4797,0,0
2016-06-10,4758,0,0
2016-06-11,2089,0,0
2016-06-12,1900,0,0
2016-06-13,4801,0,0
2016-06-14,4888,0,0
2016-06-15,4639,0,0
2016-06-16,4658,0,0
2016-06-17,4782,0,0
2016-06-18,2065,0,0
2016-06-19,1906,0,0
2016-06-20,4916,0,0
2016-06-21,4815,0,0
2016-06-22,4561,0,0
2016-06-23,4772,0,0
2016-06-24,4649,0,0
2016-06-25,2007,0,0
2016-06-26,2034,0,0
2016-06-27,4737,0,0
2016-06-28,4892,0,0
2016-06-29,4887,0,0
2016-06-30,4609,0,0
2016-07-01,4333,0,0
2016-07-02,1920,0,0
2016-07-03,1949,0,0
2016-07-04,4673,0,0
2016-07-05,4096,0,0
2016-07-06,4630,0,0
2016-07-07,4740,0,0
2016-07-08,4746,0,0
2016-07-09,2141,0,0
2016-07-10,1955,0,0
2016-07-11,4769,0,0
2016-07-12,4796,0,0
2016-07-13,4752,0,0
2016-07-14,4547,0,0
2016-07-15,4548,0,0
2016-07-16,1956,0,0
2016-07-17,1869,0,0
2016-07-18,4677,0,0
2016-07-19,4682,0,0
2016-07-20,4602,0,0
2016-07-21,4433,0,0
2016-07-22,4298,0,0
2016-07-23,1963,0,0
2016-07-24,1757,0,0
2016-07-25,4289,0,0
2016-07-26,4462,0,0
2016-07-27,4353,0,0
2016-07-28,4072,0,0
2016-07-29,3682,0,0
2016-07-30,1913,0,0
2016-07-31,1749,0,0
2016-08-01,3988,0,0
2016-08-02,4086,0,0
2016-08-03,4259,0,0
2016-08-04,4213,0,0
2016-08-05,4242,0,0
2016-08-06,1985,0,0
2016-08-07,1827,0,0
2016-08-08,4369,0,0
2016-08-09,4516,0,0
2016-08-10,4506,0,0
2016-08-11,4347,0,0
2016-08-12,4312,0,0
2016-08-13,1998,0,0
2016-08-14,1725,0,0
2016-08-15,1716,0,0
2016-08-16,4493,0,0
2016-08-17,4588,0,0
2016-08-18,4355,0,0
2016-08-19,4393,0,0
2016-08-20,1961,0,0
2016-08-21,1841,0,0
2016-08-22,4516,0,0
2016-08-23,4602,0,0
2016-08-24,4489,0,0
2016-08-25,4335,0,0
2016-08-26,4333,0,0
2016-08-27,1789,0,0
2016-08-28,1945,0,0
2016-08-29,4549,0,0
2016-08-30,4576,0,0
2016-08-31,4360,0,0
2016-09-01,4435,0,0
2016-09-02,4357,0,0
2016-09-03,2000,0,0
2016-09-04,1727,0,0
2016-09-05,4466,0,0
2016-09-06,4444,0,0
2016-09-07,4544,0,0
2016-09-08,4415,0,0
2016-09-09,4408,0,0
2016-09-10,2071,0,0
2016-09-11,1777,0,0
2016-09-12,4303,0,0
2016-09-13,4227,0,0
2016-09-14,1566,0,0
2016-09-15,1400,0,0
2016-09-16,1524,0,0
2016-09-17,1516,0,0
2016-09-18,1760,0,0
2016-09-19,4704,0,0
2016-09-20,4639,0,0
2016-09-21,4612,0,0
2016-09-22,4747,0,0
2016-09-23,4664,0,0
2016-09-24,1997,0,0
2016-09-25,1858,0,0
2016-09-26,4587,0,0
2016-09-27,4639,0,0
2016-09-28,4589,0,0
2016-09-29,4514,0,0
2016-09-30,4575,0,0
2016-10-01,2085,0,0
2016-10-02,1746,0,0
2016-10-03,1603,0,0
2016-10-04,4714,0,0
2016-10-05,4841,0,0
2016-10-06,4703,0,0
2016-10-07,4635,0,0
2016-10-08,2171,0,0
2016-10-09,1865,0,0
2016-10-10,4688,0,0
2016-10-11,4875,0,0
2016-10-12,4709,0,0
2016-10-13,4659,0,0
2016-10-14,4617,0,0
2016-10-15,2030,0,0
2016-10-16,1882,0,0
2016-10-17,4681,0,0
2016-10-18,4745,0,0
2016-10-19,4704,0,0
2016-10-20,4477,0,0
2016-10-21,4539,0,0
2016-10-22,1983,0,0
2016-10-23,1894,0,0
2016-10-24,4515,0,0
2016-10-25,4449,0,0
2016-10-26,4727,0,0
2016-10-27,4575,0,0
2016-10-28,4504,0,0
2016-10-29,2001,0,0
2016-10-30,1767,0,0
2016-10-31,4544,0,0
2016-11-01,4569,0,0
2016-11-02,4609,0,0
2016-11-03,4583,0,0
2016-11-04,4453,0,0
2016-11-05,1906,0,0
2016-11-06,1888,0,0
2016-11-07,4554,0,0
2016-11-08,4514,0,0
2016-11-09,4644,0,0
2016-11-10,4444,0,0
2016-11-11,4457,0,0
2016-11-12,1992,0,0
2016-11-13,1811,0,0
2016-11-14,4478,0,0
2016-11-15,4566,0,0
2016-11-16,4549,0,0
2016-11-17,4334,0,0
2016-11-18,4490,0,0
2016-11-19,1852,0,0
2016-11-20,1868,0,0
2016-11-21,4688,0,0
2016-11-22,4777,0,0
2016-11-23,4583,0,0
2016-11-24,4423,0,0
2016-11-25,4392,0,0
2016-11-26,1760,0,0
2016-11-27,1697,0,0
2016-11-28,4586,0,0
2016-11-29,4622,0,0
2016-11-30,4626,0,0
2016-12-01,4224,0,0
2016-12-02,4159,0,0
2016-12-03,1865,0,0
2016-12-04,1801,0,0
2016-12-05,4423,0,0
2016-12-06,4419,0,0
2016-12-07,4365,0,0
2016-12-08,4345,0,0
2016-12-09,4349,0,0
2016-12-10,1718,0,0
2016-12-11,1683,0,0
2016-12-12,4383,0,0
2016-12-13,4508,0,0
2016-12-14,4427,0,0
2016-12-15,4183,0,0
2016-12-16,4134,0,0
2016-12-17,1630,0,0
2016-12-18,1663,0,0
2016-12-19,4345,0,0
2016-12-20,4523,0,0
2016-12-21,4443,0,0
2016-12-22,4238,0,0
2016-12-23,4210,0,0
2016-12-24,1861,0,0
2016-12-25,1753,0,0
2016-12-26,4313,0,0
2016-12-27,4311,0,0
2016-12-28,4239,0,0
2016-12-29,3968,0,0
2016-12-30,3668,0,0
2016-12-31,1700,0,0
2017-01-01,1650,0,0
2017-01-02,4013,0,0
2017-01-03,4238,0,0
2017-01-04,4350,0,0
2017-01-05,4337,0,0
2017-01-06,4360,0,0
2017-01-07,1797,0,0
2017-01-08,1649,0,0
2017-01-09,4419,0,0
2017-01-10,4523,0,0
2017-01-11,4416,0,0
2017-01-12,4442,0,0
2017-01-13,4342,0,0
2017-01-14,1753,0,0
2017-01-15,1708,0,0
2017-01-16,4369,0,0
2017-01-17,4506,0,0
2017-01-18,4512,0,0
2017-01-19,4472,0,0
2017-01-20,4281,0,0
2017-01-21,1836,0,0
2017-01-22,1698,0,0
2017-01-23,4458,0,0
2017-01-24,4252,0,0
2017-01-25,4101,0,0
2017-01-26,3892,0,0
2017-01-27,1438,0,0
2017-01-28,1261,0,0
2017-01-29,1229,0,0
2017-01-30,1425,0,0
2017-01-31,4010,0,0
2017-02-01,4623,0,0
2017-02-02,4389,0,0
2017-02-03,4538,0,0
2017-02-04,1854,0,0
2017-02-05,1697,0,0
2017-02-06,4687,0,0
2017-02-07,4623,0,0
2017-02-08,4538,0,0
2017-02-09,4524,0,0
2017-02-10,4431,0,0
2017-02-11,1935,0,0
2017-02-12,1769,0,0
2017-02-13,4566,0,0
2017-02-14,4609,0,0
2017-02-15,4631,0,0
2017-02-16,4491,0,0
2017-02-17,4199,0,0
2017-02-18,1883,0,0
2017-02-19,1711,0,0
2017-02-20,4581,0,0
2017-02-21,4557,0,0
2017-02-22,4464,0,0
2017-02-23,4399,0,0
2017-02-24,4382,0,0
2017-02-25,1805,0,0
2017-02-26,1845,0,0
2017-02-27,4468,0,0
2017-02-28,4439,0,0
2017-03-01,1642,0,0
2017-03-02,4373,0,0
2017-03-03,4538,0,0
2017-03-04,1935,0,0
2017-03-05,1907,0,0
2017-03-06,4738,0,0
